Year|Month|Day|rainfall_mm|min_temp_C|max_temp_C|daily_avg|daily_range|uv_MJ_m*m|Season
1986|9|1|0.0|9.5|25.6|17.55|16.1||1
1986|10|1|0.0|6.0|17.9|11.95|11.9||1
1986|11|1|0.0|10.7|32.8|21.75|22.1||1
1986|12|1|0.0|11.7|21.3|16.5|9.6||2
1987|1|1|0.0|13.2|26.7|19.95|13.5||2
1987|2|1|0.0|17.6|29.6|23.6|12.0||2
1987|3|1|0.0|13.9|30.9|22.4|17.0||3
1987|4|1|0.0|15.0|27.1|21.05|12.1||3
1987|5|1|7.0|14.6|19.6|17.1|5.0||3
1987|6|1|0.0|9.6|22.6|16.1|13.0||4
1987|7|1|3.0|10.2|18.9|14.55|8.7||4
1987|8|1|0.4|2.6|15.1|8.85|12.5||4
1987|9|1|0.0|7.9|20.0|13.95|12.1||1
1987|10|1|0.0|13.0|28.6|20.8|15.6||1
1987|11|1|6.8|7.7|17.7|12.7|10.0||1
1987|12|1|0.0|10.2|25.4|17.8|15.2||2
1988|1|1|0.0|10.9|27.6|19.25|16.7||2
1988|3|1|0.0|16.2|26.7|21.45|10.5||3
1988|4|1|0.0|14.5|29.1|21.8|14.6||3
1988|5|1|0.0|11.7|19.7|15.7|8.0||3
1988|6|1|31.2|16.3|18.6|17.45|2.3||4
1988|7|1|0.0|8.0|19.3|13.65|11.3||4
1988|8|1|0.0|10.7|19.4|15.05|8.7||4
1988|9|1|0.0|6.8|19.5|13.15|12.7||1
1988|10|1|0.8|15.7|21.6|18.65|5.9||1
1988|11|1|8.4|13.2|18.8|16.0|5.6||1
1988|12|1|0.0|15.6|24.7|20.15|9.1||2
1989|1|1|0.0|19.9|30.8|25.35|10.9||2
1989|3|1|0.4|13.8|25.0|19.4|11.2||3
1989|5|1|1.4|11.7|21.2|16.45|9.5||3
1989|6|1|0.0|7.8|21.5|14.65|13.7||4
1989|7|1|6.8|8.1|16.6|12.35|8.5||4
1989|8|1|0.0|8.1|17.1|12.6|9.0||4
1989|9|1|0.0|9.3|21.9|15.6|12.6||1
1989|10|1|0.2|8.0|21.9|14.95|13.9||1
1989|11|1|0.0|12.0|28.9|20.45|16.9||1
1989|12|1|0.0|9.6|23.6|16.6|14.0||2
1990|1|1|0.0|14.2|25.3|19.75|11.1|32.7|2
1990|2|1|0.0|14.6|29.4|22.0|14.8|31.7|2
1990|5|1|2.0|14.6|23.2|18.9|8.6|13.0|3
1990|6|1|0.0|5.5|20.0|12.75|14.5|12.4|4
1990|7|1|0.0|0.7|15.8|8.25|15.1|10.9|4
1990|8|1|0.0|8.8|21.8|15.3|13.0|8.0|4
1990|9|1|0.0|9.6|18.4|14.0|8.8|8.4|1
1990|10|1|0.0|14.0|22.2|18.1|8.2|21.3|1
1990|11|1|0.0|14.4|21.2|17.8|6.8|8.2|1
1990|12|1|0.0|13.5|28.6|21.05|15.1||2
1991|1|1|0.0|12.7|26.2|19.45|13.5||2
1991|2|1|0.0|17.8|31.8|24.8|14.0|27.8|2
1991|4|1|0.0|13.0|28.5|20.75|15.5||3
1991|5|1|0.0|7.0|23.0|15.0|16.0|16.2|3
1991|6|1|2.2|8.7|17.8|13.25|9.1|9.6|4
1991|7|1|0.0|10.4|23.0|16.7|12.6|7.3|4
1991|8|1|18.4|13.6|18.2|15.9|4.6|9.6|4
1991|9|1|0.2|5.5|17.4|11.45|11.9|16.4|1
1991|10|1|3.4|6.6|18.0|12.3|11.4|23.1|1
1991|11|1|0.2|10.2|19.7|14.95|9.5|21.3|1
1991|12|1|0.0|13.0|24.4|18.7|11.4|30.2|2
1992|1|1|0.0|16.7|24.7|20.7|8.0|18.9|2
1992|3|1|0.0|15.1|29.0|22.05|13.9|27.7|3
1992|5|1|0.4|9.4|22.0|15.7|12.6|12.6|3
1992|6|1|0.0|11.1|17.4|14.25|6.3|12.1|4
1992|7|1|3.6|11.9|18.5|15.2|6.6|7.4|4
1992|8|1|0.0|10.4|18.1|14.25|7.7|8.1|4
1992|9|1|3.4|8.7|15.2|11.95|6.5|10.1|1
1992|10|1|0.0|12.7|20.9|16.8|8.2|20.5|1
1992|11|1|0.0|14.9|29.9|22.4|15.0|30.2|1
1992|12|1|0.2|12.5|24.6|18.55|12.1||2
1993|1|1|0.0|13.4|23.4|18.4|10.0|25.7|2
1993|2|1|0.0|18.9|31.4|25.15|12.5||2
1993|3|1|0.0|17.2|33.9|25.55|16.7|26.9|3
1993|4|1|0.0|13.8|27.3|20.55|13.5|19.4|3
1993|5|1|0.0|15.8|21.0|18.4|5.2|1.8|3
1993|6|1|0.0|5.6|15.3|10.45|9.7||4
1993|7|1|0.0|8.8|19.4|14.1|10.6|7.7|4
1993|8|1|0.2|2.4|15.9|9.15|13.5|13.3|4
1993|9|1|0.0|7.9|18.4|13.15|10.5|14.7|1
1993|10|1|1.6|7.3|17.2|12.25|9.9|5.5|1
1993|11|1|0.4|8.2|20.2|14.2|12.0|26.9|1
1993|12|1|0.0|13.9|27.3|20.6|13.4|31.5|2
1994|1|1|0.0|14.5|26.0|20.25|11.5|33.9|2
1994|3|1|0.0|15.7|32.2|23.95|16.5|27.1|3
1994|4|1|0.0|10.6|28.2|19.4|17.6|20.7|3
1994|5|1|0.0|12.4|24.0|18.2|11.6|16.1|3
1994|6|1|6.2|10.8|17.0|13.9|6.2|4.3|4
1994|7|1|37.2|12.2|17.5|14.85|5.3|6.1|4
1994|8|1|0.0|6.8|20.5|13.65|13.7|14.1|4
1994|9|1|12.6|10.9|17.2|14.05|6.3|17.0|1
1994|10|1|3.6|10.3|18.5|14.4|8.2|16.7|1
1994|11|1|0.0|9.3|25.0|17.15|15.7|15.1|1
1994|12|1|0.0|16.7|25.4|21.05|8.7|22.6|2
1995|2|1|0.0|13.9|28.1|21.0|14.2|30.2|2
1995|3|1|0.0|19.1|30.2|24.65|11.1|17.1|3
1995|4|1|0.0|16.0|28.1|22.05|12.1|19.9|3
1995|5|1|0.0|6.0|22.5|14.25|16.5|16.4|3
1995|6|1|0.0|6.4|19.3|12.85|12.9|6.4|4
1995|7|1|0.0|6.2|19.3|12.75|13.1|11.8|4
1995|8|1|0.0|8.3|18.0|13.15|9.7||4
1995|9|1|0.0|8.0|18.5|13.25|10.5|19.5|1
1995|10|1|0.0|9.3|20.5|14.9|11.2|24.7|1
1995|11|1|16.8|12.8|20.5|16.65|7.7|16.3|1
1995|12|1|0.0|12.4|27.3|19.85|14.9|32.7|2
1996|1|1|0.0|17.7|34.2|25.95|16.5|31.4|2
1996|2|1|0.0|17.2|34.6|25.9|17.4|33.2|2
1996|3|1|0.0|15.5|35.0|25.25|19.5|28.2|3
1996|4|1|0.0|15.6|29.5|22.55|13.9|20.4|3
1996|5|1|0.0|14.9|25.0|19.95|10.1|14.7|3
1996|6|1|1.2|13.9|18.5|16.2|4.6|6.2|4
1996|7|1|3.8|8.6|19.2|13.9|10.6|8.9|4
1996|8|1|8.4|11.2|17.9|14.55|6.7|7.7|4
1996|9|1|0.0|7.0|19.4|13.2|12.4|17.4|1
1996|10|1|0.2|8.9|18.4|13.65|9.5|12.1|1
1996|11|1|0.0|10.7|22.1|16.4|11.4|25.2|1
1996|12|1|7.8|16.6|22.7|19.65|6.1|22.4|2
1997|2|1|0.0|19.5|43.6|31.55|24.1|27.5|2
1997|3|1|0.0|16.0|32.8|24.4|16.8|25.6|3
1997|4|1|0.0|15.5|23.3|19.4|7.8|9.9|3
1997|5|1|6.2|14.5|20.9|17.7|6.4|11.7|3
1997|6|1|23.2|11.7|18.6|15.15|6.9|7.8|4
1997|7|1|0.0|6.9|19.5|13.2|12.6|12.6|4
1997|8|1|0.0|6.7|20.0|13.35|13.3|14.7|4
1997|9|1|0.0|4.9|17.4|11.15|12.5|4.9|1
1997|10|1|0.4|12.0|18.6|15.3|6.6|11.4|1
1997|11|1|0.0|6.3|27.2|16.75|20.9|30.3|1
1997|12|1|0.0|16.0|28.9|22.45|12.9|32.7|2
1998|1|1|0.0|15.3|29.4|22.35|14.1||2
1998|2|1|0.0|11.9|26.0|18.95|14.1|31.0|2
1998|4|1|0.0|17.3|34.1|25.7|16.8|22.0|3
1998|5|1|0.0|6.8|24.2|15.5|17.4|15.2|3
1998|6|1|0.0|12.1|23.6|17.85|11.5|10.5|4
1998|7|1|5.2|8.9|13.3|11.1|4.4|5.8|4
1998|8|1|9.4|5.5|18.0|11.75|12.5|7.5|4
1998|9|1|14.2|13.7|17.7|15.7|4.0|6.4|1
1998|10|1|14.4|7.1|19.0|13.05|11.9|14.5|1
1998|11|1|0.0|12.5|21.3|16.9|8.8|11.8|1
1998|12|1|1.8|15.3|20.1|17.7|4.8|26.5|2
1999|1|1|0.0|19.7|30.7|25.2|11.0||2
1999|2|1|0.0|17.5|25.6|21.55|8.1|27.9|2
1999|3|1|0.0|19.0|28.5|23.75|9.5|24.1|3
1999|4|1|0.0|14.7|25.2|19.95|10.5|22.1|3
1999|5|1|0.0|9.9|27.6|18.75|17.7|16.6|3
1999|6|1|0.2|9.4|22.1|15.75|12.7|11.5|4
1999|7|1|0.0|5.9|17.2|11.55|11.3|12.0|4
1999|8|1|0.0|4.8|20.7|12.75|15.9|15.2|4
1999|9|1|0.0|7.0|22.1|14.55|15.1|17.0|1
1999|10|1|1.2|5.0|19.9|12.45|14.9|25.5|1
1999|11|1|0.0|13.1|29.5|21.3|16.4||1
1999|12|1|0.0|16.0|22.9|19.45|6.9|30.9|2
2000|2|1|0.0|16.9|27.9|22.4|11.0|29.4|2
2000|4|1|0.0|16.8|29.2|23.0|12.4|20.6|3
2000|5|1|0.0|10.6|22.2|16.4|11.6|10.0|3
2000|6|1|4.4|8.4|19.6|14.0|11.2|11.1|4
2000|7|1|32.4|10.7|17.2|13.95|6.5|8.2|4
2000|8|1|0.6|8.0|18.6|13.3|10.6|6.9|4
2000|9|1|4.2|7.9|17.7|12.8|9.8|10.5|1
2000|10|1|0.0|8.4|26.3|17.35|17.9|25.2|1
2000|11|1|0.0|10.0|25.4|17.7|15.4|30.4|1
2000|12|1|0.0|9.9|28.0|18.95|18.1|33.3|2
2001|1|1|0.0|15.4|27.9|21.65|12.5|33.5|2
2001|2|1|1.8|15.7|24.8|20.25|9.1|26.7|2
2001|3|1|0.0|17.2|36.1|26.65|18.9|27.5|3
2001|4|1|0.0|15.4|33.9|24.65|18.5|20.8|3
2001|5|1|0.0|10.2|24.9|17.55|14.7|15.1|3
2001|6|1|4.8|8.8|20.1|14.45|11.3|9.1|4
2001|7|1|3.0|10.9|20.4|15.65|9.5|8.1|4
2001|8|1|0.0|3.5|16.8|10.15|13.3|14.9|4
2001|9|1|0.0|6.9|17.6|12.25|10.7|8.1|1
2001|10|1|0.4|8.3|19.6|13.95|11.3|12.0|1
2001|11|1|0.0|13.0|30.2|21.6|17.2||1
2001|12|1|0.0|13.2|21.7|17.45|8.5|18.9|2
2002|1|1|0.0|13.5|34.0|23.75|20.5|32.4|2
2002|2|1|0.0|19.7|30.0|24.85|10.3|22.8|2
2002|3|1|0.0|16.0|30.4|23.2|14.4|28.2|3
2002|4|1|0.0|10.4|27.0|18.7|16.6|21.3|3
2002|5|1|0.0|16.6|35.3|25.95|18.7|15.5|3
2002|6|1|0.0|9.1|21.4|15.25|12.3|5.1|4
2002|7|1|6.0|12.4|17.6|15.0|5.2|9.2|4
2002|8|1|1.8|8.0|17.4|12.7|9.4|12.9|4
2002|9|1|22.4|13.8|16.2|15.0|2.4|4.0|1
2002|10|1|0.0|10.4|18.8|14.6|8.4|21.8|1
2002|11|1|21.6|9.2|18.6|13.9|9.4|23.5|1
2002|12|1|0.0|12.8|22.5|17.65|9.7|32.5|2
2003|1|1|0.0|11.6|33.9|22.75|22.3||2
2003|3|1|0.0|17.6|30.3|23.95|12.7|27.8|3
2003|4|1|0.0|15.9|24.0|19.95|8.1|8.6|3
2003|5|1|0.0|19.1|32.4|25.75|13.3|16.3|3
2003|6|1|3.6|9.5|20.3|14.9|10.8||4
2003|7|1|5.2|6.0|18.0|12.0|12.0|7.2|4
2003|8|1|7.6|12.5|19.7|16.1|7.2|6.7|4
2003|9|1|0.0|8.3|23.8|16.05|15.5|20.2|1
2003|10|1|0.0|10.2|19.7|14.95|9.5|20.5|1
2003|11|1|0.0|10.6|27.3|18.95|16.7|30.5|1
2003|12|1|0.0|14.4|27.1|20.75|12.7|32.9|2
2004|1|1|0.0|17.5|32.3|24.9|14.8|33.0|2
2004|2|1|0.0|16.4|31.9|24.15|15.5|31.0|2
2004|4|1|0.0|9.7|27.0|18.35|17.3|22.5|3
2004|5|1|0.0|13.4|22.3|17.85|8.9|15.8|3
2004|6|1|0.0|5.8|17.2|11.5|11.4|13.3|4
2004|7|1|0.2|10.9|18.6|14.75|7.7|5.9|4
2004|8|1|5.8|9.7|16.7|13.2|7.0|7.3|4
2004|9|1|0.0|7.9|22.6|15.25|14.7|20.0|1
2004|10|1|3.0|11.9|19.9|15.9|8.0|17.3|1
2004|11|1|0.0|8.7|24.3|16.5|15.6|28.7|1
2004|12|1|0.0|8.6|28.4|18.5|19.8|33.7|2
2005|1|1|0.0|17.4|37.3|27.35|19.9|29.7|2
2005|2|1|0.0|15.0|28.9|21.95|13.9|31.9|2
2005|3|1|0.0|16.1|32.0|24.05|15.9|23.2|3
2005|4|1|11.8|11.9|16.2|14.05|4.3|3.0|3
2005|5|1|5.8|17.0|29.3|23.15|12.3|12.7|3
2005|6|1|0.0|15.1|22.8|18.95|7.7|8.6|4
2005|7|1|0.0|6.2|17.9|12.05|11.7|9.7|4
2005|8|1|0.0|4.6|25.4|15.0|20.8|14.9|4
2005|9|1|0.0|2.8|18.5|10.65|15.7|19.3|1
2005|10|1|7.6|14.5|20.0|17.25|5.5|11.0|1
2005|11|1|0.0|10.3|19.5|14.9|9.2|27.3|1
2005|12|1|0.0|10.9|25.4|18.15|14.5||2
2006|1|1|0.0|10.8|29.3|20.05|18.5|37.1|2
2006|2|1|0.0|13.6|26.7|20.15|13.1|31.2|2
2006|4|1|12.2|13.7|20.9|17.3|7.2|10.6|3
2006|5|1|0.0|7.0|23.5|15.25|16.5|15.5|3
2006|6|1|0.0|4.0|18.9|11.45|14.9|11.9|4
2006|7|1|6.4|11.4|19.9|15.65|8.5|10.9|4
2006|8|1|4.6|6.1|18.5|12.3|12.4|11.1|4
2006|9|1|9.6|10.9|16.9|13.9|6.0|10.8|1
2006|10|1|0.6|7.8|22.5|15.15|14.7|25.4|1
2006|11|1|0.0|14.2|23.2|18.7|9.0|21.3|1
2006|12|1|0.0|6.6|26.9|16.75|20.3|33.1|2
2007|1|1|0.0|14.0|27.5|20.75|13.5|32.8|2
2007|2|1|0.0|13.4|31.6|22.5|18.2|29.2|2
2007|3|1|2.4|16.5|23.4|19.95|6.9|14.3|3
2007|4|1|0.0|8.4|25.5|16.95|17.1|18.8|3
2007|5|1|17.2|16.3|20.6|18.45|4.3|7.1|3
2007|6|1|0.0|8.7|22.7|15.7|14.0|12.3|4
2007|7|1|7.2|12.1|18.4|15.25|6.3|3.2|4
2007|8|1|4.4|12.4|18.7|15.55|6.3|8.6|4
2007|9|1|0.0|4.7|19.3|12.0|14.6|16.1|1
2007|10|1|0.0|9.4|21.2|15.3|11.8|24.0|1
2007|11|1|0.0|10.7|25.6|18.15|14.9|29.3|1
2007|12|1|3.2|15.2|22.5|18.85|7.3|14.8|2
2008|1|1|0.0|15.9|33.3|24.6|17.4|21.3|2
2008|2|1|0.0|19.3|37.3|28.3|18.0|31.0|2
2008|4|1|16.0|13.4|24.2|18.8|10.8|18.6|3
2008|5|1|0.0|7.0|22.2|14.6|15.2|16.2|3
2008|6|1|49.4|14.8|22.5|18.65|7.7|9.0|4
2008|7|1|0.0|6.0|18.9|12.45|12.9|11.0|4
2008|8|1|4.2|7.1|15.9|11.5|8.8|9.2|4
2008|9|1|3.0|10.9|18.5|14.7|7.6|11.6|1
2008|10|1|0.6|11.8|20.0|15.9|8.2|10.7|1
2008|11|1|0.0|10.8|24.2|17.5|13.4|30.2|1
2008|12|1|0.0|12.9|27.7|20.3|14.8|32.6|2
2009|1|1|0.0|18.8|37.2|28.0|18.4|33.4|2
2009|4|1|0.0|11.4|24.4|17.9|13.0|20.1|3
2009|5|1|0.0|10.8|25.2|18.0|14.4|15.9|3
2009|6|1|0.0|13.9|25.3|19.6|11.4|10.9|4
2009|7|1|5.2|8.9|17.7|13.3|8.8|10.6|4
2009|8|1|0.0|2.6|20.3|11.45|17.7|14.3|4
2009|9|1|1.8|8.4|19.2|13.8|10.8|14.6|1
2009|10|1|0.0|3.9|20.1|12.0|16.2|24.5|1
2009|11|1|0.0|10.3|24.3|17.3|14.0|31.1|1
2009|12|1|0.0|13.5|24.7|19.1|11.2|30.8|2
2010|1|1|0.0|13.2|31.3|22.25|18.1|35.0|2
2010|2|1|0.0|17.3|33.8|25.55|16.5|31.1|2
2010|4|1|0.0|17.4|29.8|23.6|12.4|19.6|3
2010|5|1|0.6|11.3|22.0|16.65|10.7|10.6|3
2010|6|1|0.0|7.0|19.2|13.1|12.2|12.2|4
2010|7|1|0.0|3.8|17.2|10.5|13.4|11.2|4
2010|8|1|0.0|5.1|21.3|13.2|16.2|14.1|4
2010|9|1|1.8|11.1|18.6|14.85|7.5|14.2|1
2010|10|1|0.2|14.5|25.9|20.2|11.4|25.1|1
2010|11|1|0.0|11.7|31.1|21.4|19.4|30.3|1
2010|12|1|0.0|16.4|26.9|21.65|10.5|22.2|2
2011|1|1|0.0|17.2|36.8|27.0|19.6|32.2|2
2011|2|1|0.4|17.9|30.7|24.3|12.8|30.8|2
2011|4|1|0.0|16.6|31.7|24.15|15.1|20.9|3
2011|5|1|0.0|7.4|24.6|16.0|17.2|15.0|3
2011|6|1|9.6|14.4|21.0|17.7|6.6|6.6|4
2011|7|1|22.0|8.1|17.4|12.75|9.3|9.1|4
2011|8|1|8.8|11.2|19.8|15.5|8.6|7.2|4
2011|9|1|0.0|8.7|23.1|15.9|14.4|14.2|1
2011|10|1|0.0|13.9|28.3|21.1|14.4|19.5|1
2011|11|1|0.0|16.0|31.0|23.5|15.0|30.7|1
2011|12|1|0.0|15.3|32.6|23.95|17.3|31.5|2
2012|1|1|0.0|19.7|27.4|23.55|7.7|15.8|2
2012|3|1|0.0|16.2|29.9|23.05|13.7|30.3|3
2012|4|1|0.0|12.1|24.2|18.15|12.1|14.7|3
2012|5|1|0.0|12.8|22.2|17.5|9.4|16.8|3
2012|6|1|6.6|11.8|20.0|15.9|8.2|7.0|4
2012|7|1|0.0|4.3|21.0|12.65|16.7|11.6|4
2012|8|1|17.0|7.3|16.0|11.65|8.7|6.9|4
2012|9|1|1.0|8.9|20.2|14.55|11.3|15.2|1
2012|10|1|0.0|12.0|33.9|22.95|21.9|24.1|1
2012|11|1|0.0|14.4|21.7|18.05|7.3|18.6|1
2012|12|1|0.0|6.2|24.5|15.35|18.3|31.6|2
2013|2|1|0.0|17.1|36.2|26.65|19.1|31.2|2
2013|3|1|0.0|18.9|34.0|26.45|15.1|28.1|3
2013|4|1|0.0|16.5|31.8|24.15|15.3|21.5|3
2013|5|1|0.0|13.5|26.9|20.2|13.4|9.3|3
2013|6|1|0.0|1.5|17.9|9.7|16.4|12.2|4
2013|7|1|0.0|4.6|22.5|13.55|17.9|12.0|4
2013|8|1|1.0|12.1|20.9|16.5|8.8|11.5|4
2013|9|1|0.4|13.5|22.7|18.1|9.2|10.6|1
2013|10|1|0.0|4.0|18.9|11.45|14.9|21.5|1
2013|11|1|0.0|14.4|27.7|21.05|13.3|27.3|1
2013|12|1|0.4|15.4|24.8|20.1|9.4|25.8|2
2014|1|1|0.0|12.8|26.8|19.8|14.0|30.3|2
2014|2|1|0.0|17.2|29.9|23.55|12.7|29.5|2
2014|4|1|0.6|15.4|24.9|20.15|9.5|16.8|3
2014|5|1|0.0|5.2|22.3|13.75|17.1|14.7|3
2014|6|1|1.2|9.1|21.4|15.25|12.3|10.5|4
2014|7|1|0.0|12.3|22.6|17.45|10.3|7.1|4
2014|8|1|0.0|3.1|17.3|10.2|14.2|13.9|4
2014|9|1|0.0|7.1|18.8|12.95|11.7|17.1|1
2014|10|1|0.0|12.7|29.1|20.9|16.4|15.1|1
2014|11|1|0.0|10.5|30.3|20.4|19.8|27.7|1
2014|12|1|0.0|17.5|24.7|21.1|7.2|20.3|2
2015|1|1|0.0|17.2|29.4|23.3|12.2|33.0|2
2015|3|1|0.0|17.3|31.5|24.4|14.2|21.6|3
2015|4|1|0.0|14.5|27.5|21.0|13.0|17.3|3
2015|5|1|0.0|11.8|22.5|17.15|10.7|15.3|3
2015|6|1|0.0|7.2|21.4|14.3|14.2|10.3|4
2015|7|1|0.0|10.8|19.5|15.15|8.7|4.8|4
2015|8|1|0.6|11.7|17.7|14.7|6.0|12.3|4
2015|9|1|3.8|5.1|16.4|10.75|11.3|16.8|1
2015|10|1|0.0|10.9|33.5|22.2|22.6|24.1|1
2015|11|1|0.0|11.1|26.1|18.6|15.0|20.5|1
2015|12|1|0.0|13.9|29.1|21.5|15.2|32.5|2
2016|1|1|0.0|16.8|35.0|25.9|18.2|29.5|2
2016|2|1|0.0|7.1|23.1|15.1|16.0|22.7|2
2016|3|1|0.0|13.4|26.1|19.75|12.7|25.3|3
2016|4|1|0.0|14.2|26.0|20.1|11.8|14.0|3
2016|5|1|0.0|9.6|19.1|14.35|9.5|9.9|3
2016|6|1|0.0|6.0|21.3|13.65|15.3|12.3|4
2016|7|1|0.0|5.4|19.5|12.45|14.1|12.0|4
2016|8|1|1.0|1.1|15.7|8.4|14.6|14.3|4
2016|9|1|0.8|3.5|17.5|10.5|14.0|17.9|1
2016|10|1|4.2|10.5|16.2|13.35|5.7|16.2|1
2016|11|1|0.0|11.6|26.5|19.05|14.9|28.3|1
2016|12|1|0.0|11.0|25.2|18.1|14.2|24.3|2
